,State,Year,Quater,Transaction_area,Registered_Users
189,andhra-pradesh,2020,3,anantapur,1186851
190,andhra-pradesh,2020,3,kurnool,1132240
191,andhra-pradesh,2020,3,west godavari,1053674
192,andhra-pradesh,2020,3,spsr nellore,937176
193,andhra-pradesh,2020,3,prakasam,915240
194,andhra-pradesh,2020,4,visakhapatnam,2209658
195,andhra-pradesh,2020,4,east godavari,1746280
196,andhra-pradesh,2020,4,krishna,1744028
197,andhra-pradesh,2020,4,guntur,1712940
198,andhra-pradesh,2020,4,chittoor,1631331
199,andhra-pradesh,2020,4,anantapur,1295872
200,andhra-pradesh,2020,4,kurnool,1230466
201,andhra-pradesh,2020,4,west godavari,1163179
202,andhra-pradesh,2020,4,spsr nellore,1022944
203,andhra-pradesh,2020,4,prakasam,999462
204,andhra-pradesh,2021,1,visakhapatnam,2368081
205,andhra-pradesh,2021,1,east godavari,1878769
206,andhra-pradesh,2021,1,krishna,1876458
207,andhra-pradesh,2021,1,guntur,1843237
208,andhra-pradesh,2021,1,chittoor,1751420
209,andhra-pradesh,2021,1,anantapur,1394849
210,andhra-pradesh,2021,1,kurnool,1323411
211,andhra-pradesh,2021,1,west godavari,1254117
212,andhra-pradesh,2021,1,spsr nellore,1100541
213,andhra-pradesh,2021,1,prakasam,1075936
214,andhra-pradesh,2021,2,visakhapatnam,2526830
215,andhra-pradesh,2021,2,east godavari,2006272
216,andhra-pradesh,2021,2,krishna,2002662
217,andhra-pradesh,2021,2,guntur,1968681
218,andhra-pradesh,2021,2,chittoor,1870723
219,andhra-pradesh,2021,2,anantapur,1492738
220,andhra-pradesh,2021,2,kurnool,1415585
221,andhra-pradesh,2021,2,west godavari,1339377
222,andhra-pradesh,2021,2,spsr nellore,1176334
223,andhra-pradesh,2021,2,prakasam,1151232
224,andhra-pradesh,2021,3,visakhapatnam,2707931
225,andhra-pradesh,2021,3,east godavari,2150622
226,andhra-pradesh,2021,3,krishna,2145423
227,andhra-pradesh,2021,3,guntur,2110878
228,andhra-pradesh,2021,3,chittoor,2007011
229,andhra-pradesh,2021,3,anantapur,1606735
230,andhra-pradesh,2021,3,kurnool,1522196
231,andhra-pradesh,2021,3,west godavari,1436576
232,andhra-pradesh,2021,3,spsr nellore,1263550
233,andhra-pradesh,2021,3,prakasam,1239147
234,andhra-pradesh,2021,4,visakhapatnam,2888774
235,andhra-pradesh,2021,4,east godavari,2294347
236,andhra-pradesh,2021,4,krishna,2288148
237,andhra-pradesh,2021,4,guntur,2252443
238,andhra-pradesh,2021,4,chittoor,2141818
239,andhra-pradesh,2021,4,anantapur,1719437
240,andhra-pradesh,2021,4,kurnool,1628242
241,andhra-pradesh,2021,4,west godavari,1532898
242,andhra-pradesh,2021,4,spsr nellore,1349290
243,andhra-pradesh,2021,4,prakasam,1325728
244,andhra-pradesh,2022,1,visakhapatnam,3061324
245,andhra-pradesh,2022,1,east godavari,2432305
246,andhra-pradesh,2022,1,krishna,2423373
247,andhra-pradesh,2022,1,guntur,2387051
248,andhra-pradesh,2022,1,chittoor,2270705
249,andhra-pradesh,2022,1,anantapur,1827094
250,andhra-pradesh,2022,1,kurnool,1729513
251,andhra-pradesh,2022,1,west godavari,1626039
252,andhra-pradesh,2022,1,spsr nellore,1431664
253,andhra-pradesh,2022,1,prakasam,1408929
254,andhra-pradesh,2022,2,visakhapatnam,3226029
255,andhra-pradesh,2022,2,east godavari,2564165
256,andhra-pradesh,2022,2,krishna,2552107
257,andhra-pradesh,2022,2,guntur,2514794
258,andhra-pradesh,2022,2,chittoor,2392549
259,andhra-pradesh,2022,2,anantapur,1928213
260,andhra-pradesh,2022,2,kurnool,1825280
261,andhra-pradesh,2022,2,west godavari,1714357
262,andhra-pradesh,2022,2,spsr nellore,1509927
263,andhra-pradesh,2022,2,prakasam,1487589
264,andhra-pradesh,2022,3,visakhapatnam,3397514
265,andhra-pradesh,2022,3,east godavari,2702234
266,andhra-pradesh,2022,3,krishna,2685215
267,andhra-pradesh,2022,3,guntur,2647100
268,andhra-pradesh,2022,3,chittoor,2517657
269,andhra-pradesh,2022,3,anantapur,2030824
270,andhra-pradesh,2022,3,kurnool,1924127
271,andhra-pradesh,2022,3,west godavari,1805967
272,andhra-pradesh,2022,3,spsr nellore,1588875
273,andhra-pradesh,2022,3,prakasam,1567520
274,andhra-pradesh,2022,4,visakhapatnam,3566854
275,andhra-pradesh,2022,4,east godavari,2835087
276,andhra-pradesh,2022,4,krishna,2813645
277,andhra-pradesh,2022,4,guntur,2774365
278,andhra-pradesh,2022,4,chittoor,2636036
279,andhra-pradesh,2022,4,anantapur,2128066
280,andhra-pradesh,2022,4,kurnool,2018290
281,andhra-pradesh,2022,4,west godavari,1893310
282,andhra-pradesh,2022,4,spsr nellore,1663684
283,andhra-pradesh,2022,4,prakasam,1642503
284,andhra-pradesh,2023,1,visakhapatnam,3732544
285,andhra-pradesh,2023,1,east godavari,2965296
286,andhra-pradesh,2023,1,krishna,2941585
287,andhra-pradesh,2023,1,guntur,2900895
288,andhra-pradesh,2023,1,chittoor,2755784
289,andhra-pradesh,2023,1,anantapur,2228505
290,andhra-pradesh,2023,1,kurnool,2114023
291,andhra-pradesh,2023,1,west godavari,1980446
292,andhra-pradesh,2023,1,spsr nellore,1740294
293,andhra-pradesh,2023,1,prakasam,1719910
294,andhra-pradesh,2023,2,visakhapatnam,3877504
295,andhra-pradesh,2023,2,east godavari,3082893
296,andhra-pradesh,2023,2,krishna,3054956
297,andhra-pradesh,2023,2,guntur,3014655
298,andhra-pradesh,2023,2,chittoor,2865250
299,andhra-pradesh,2023,2,anantapur,2323796
300,andhra-pradesh,2023,2,kurnool,2202517
301,andhra-pradesh,2023,2,west godavari,2059880
302,andhra-pradesh,2023,2,spsr nellore,1811781
303,andhra-pradesh,2023,2,prakasam,1792637
304,andhra-pradesh,2023,3,visakhapatnam,4035323
305,andhra-pradesh,2023,3,east godavari,3211557
306,andhra-pradesh,2023,3,krishna,3177643
307,andhra-pradesh,2023,3,guntur,3137289
308,andhra-pradesh,2023,3,chittoor,2981337
309,andhra-pradesh,2023,3,anantapur,2421293
310,andhra-pradesh,2023,3,kurnool,2295754
311,andhra-pradesh,2023,3,west godavari,2146530
312,andhra-pradesh,2023,3,spsr nellore,1887005
313,andhra-pradesh,2023,3,prakasam,1868997
314,andhra-pradesh,2023,4,visakhapatnam,4180797
315,andhra-pradesh,2023,4,east godavari,3329036
316,andhra-pradesh,2023,4,krishna,3291814
317,andhra-pradesh,2023,4,guntur,3251121
318,andhra-pradesh,2023,4,chittoor,3089391
319,andhra-pradesh,2023,4,anantapur,2512744
320,andhra-pradesh,2023,4,kurnool,2383042
321,andhra-pradesh,2023,4,west godavari,2227243
322,andhra-pradesh,2023,4,spsr nellore,1956706
323,andhra-pradesh,2023,4,prakasam,1939979
324,andhra-pradesh,2024,1,visakhapatnam,4349723
325,andhra-pradesh,2024,1,east godavari,3465605
326,andhra-pradesh,2024,1,krishna,3423998
327,andhra-pradesh,2024,1,guntur,3382454
328,andhra-pradesh,2024,1,chittoor,3214678
329,andhra-pradesh,2024,1,anantapur,2619335
330,andhra-pradesh,2024,1,kurnool,2484451
331,andhra-pradesh,2024,1,west godavari,2319971
332,andhra-pradesh,2024,1,spsr nellore,2037823
333,andhra-pradesh,2024,1,prakasam,2022873
334,andhra-pradesh,2024,2,visakhapatnam,4515738
335,andhra-pradesh,2024,2,east godavari,3597667
336,andhra-pradesh,2024,2,krishna,3552494
337,andhra-pradesh,2024,2,guntur,3508719
338,andhra-pradesh,2024,2,chittoor,3335024
339,andhra-pradesh,2024,2,anantapur,2720387
340,andhra-pradesh,2024,2,kurnool,2580812
341,andhra-pradesh,2024,2,west godavari,2409237
342,andhra-pradesh,2024,2,spsr nellore,2114324
343,andhra-pradesh,2024,2,prakasam,2099814
344,andhra-pradesh,2024,3,visakhapatnam,2487971
345,andhra-pradesh,2024,3,ntr,1953695
346,andhra-pradesh,2024,3,tirupati,1870882
347,andhra-pradesh,2024,3,guntur,1695537
348,andhra-pradesh,2024,3,sri potti sriramulu nellore,1446214
349,andhra-pradesh,2024,3,ananthapuramu,1320379
350,andhra-pradesh,2024,3,kakinada,1293864
351,andhra-pradesh,2024,3,ysr,1209820
352,andhra-pradesh,2024,3,kurnool,1209238
353,andhra-pradesh,2024,3,east godavari,1167720
354,andhra-pradesh,2024,4,visakhapatnam,2566650
355,andhra-pradesh,2024,4,ntr,2010922
356,andhra-pradesh,2024,4,tirupati,1927263
357,andhra-pradesh,2024,4,guntur,1749346
358,andhra-pradesh,2024,4,sri potti sriramulu nellore,1485904
359,andhra-pradesh,2024,4,ananthapuramu,1358486
360,andhra-pradesh,2024,4,kakinada,1333623
361,andhra-pradesh,2024,4,kurnool,1243710
362,andhra-pradesh,2024,4,ysr,1242179
363,andhra-pradesh,2024,4,east godavari,1202680
364,arunachal-pradesh,2018,1,papum pare,7649
365,arunachal-pradesh,2018,1,west kameng,2202
366,arunachal-pradesh,2018,1,east siang,1803
367,arunachal-pradesh,2018,1,tawang,1525
368,arunachal-pradesh,2018,1,changlang,1208
369,arunachal-pradesh,2018,1,lohit,1207
370,arunachal-pradesh,2018,1,west siang,846
371,arunachal-pradesh,2018,1,namsai,737
372,arunachal-pradesh,2018,1,lower dibang valley,601
373,arunachal-pradesh,2018,1,upper subansiri,572
374,arunachal-pradesh,2018,2,papum pare,11418
375,arunachal-pradesh,2018,2,west kameng,3442
376,arunachal-pradesh,2018,2,east siang,2646
377,arunachal-pradesh,2018,2,tawang,2266
378,arunachal-pradesh,2018,2,changlang,2014
379,arunachal-pradesh,2018,2,lohit,1898
380,arunachal-pradesh,2018,2,namsai,1276
381,arunachal-pradesh,2018,2,west siang,1224
382,arunachal-pradesh,2018,2,lower dibang valley,893
383,arunachal-pradesh,2018,2,upper subansiri,883
384,arunachal-pradesh,2018,3,papum pare,16009
385,arunachal-pradesh,2018,3,west kameng,4765
386,arunachal-pradesh,2018,3,east siang,3590
387,arunachal-pradesh,2018,3,tawang,3112
388,arunachal-pradesh,2018,3,changlang,2889
389,arunachal-pradesh,2018,3,lohit,2612
390,arunachal-pradesh,2018,3,namsai,1862
391,arunachal-pradesh,2018,3,west siang,1652
392,arunachal-pradesh,2018,3,lower dibang valley,1286
393,arunachal-pradesh,2018,3,tirap,1226
394,arunachal-pradesh,2018,4,papum pare,21342
395,arunachal-pradesh,2018,4,west kameng,6492
396,arunachal-pradesh,2018,4,east siang,4813
397,arunachal-pradesh,2018,4,tawang,4085
398,arunachal-pradesh,2018,4,changlang,4036
399,arunachal-pradesh,2018,4,lohit,3588
400,arunachal-pradesh,2018,4,namsai,2495
401,arunachal-pradesh,2018,4,west siang,2117
402,arunachal-pradesh,2018,4,lower dibang valley,1827
403,arunachal-pradesh,2018,4,tirap,1684
404,arunachal-pradesh,2019,1,papum pare,26298
405,arunachal-pradesh,2019,1,west kameng,8115
406,arunachal-pradesh,2019,1,east siang,5899
407,arunachal-pradesh,2019,1,changlang,5210
408,arunachal-pradesh,2019,1,tawang,5023
409,arunachal-pradesh,2019,1,lohit,4416
410,arunachal-pradesh,2019,1,namsai,3153
411,arunachal-pradesh,2019,1,west siang,2656
412,arunachal-pradesh,2019,1,lower dibang valley,2314
413,arunachal-pradesh,2019,1,tirap,2082
414,arunachal-pradesh,2019,2,papum pare,32800
415,arunachal-pradesh,2019,2,west kameng,9782
416,arunachal-pradesh,2019,2,east siang,7319
417,arunachal-pradesh,2019,2,changlang,6884
418,arunachal-pradesh,2019,2,tawang,5908
419,arunachal-pradesh,2019,2,lohit,5485
420,arunachal-pradesh,2019,2,namsai,3914
421,arunachal-pradesh,2019,2,west siang,3393
422,arunachal-pradesh,2019,2,lower dibang valley,2842
423,arunachal-pradesh,2019,2,tirap,2697
424,arunachal-pradesh,2019,3,papum pare,38845
425,arunachal-pradesh,2019,3,west kameng,11186
426,arunachal-pradesh,2019,3,east siang,8571
427,arunachal-pradesh,2019,3,changlang,8145
428,arunachal-pradesh,2019,3,tawang,6553
429,arunachal-pradesh,2019,3,lohit,6421
430,arunachal-pradesh,2019,3,namsai,4563
431,arunachal-pradesh,2019,3,west siang,4101
432,arunachal-pradesh,2019,3,lower dibang valley,3398
433,arunachal-pradesh,2019,3,tirap,3099
434,arunachal-pradesh,2019,4,papum pare,44746
435,arunachal-pradesh,2019,4,west kameng,12562
436,arunachal-pradesh,2019,4,east siang,9859
437,arunachal-pradesh,2019,4,changlang,9662
438,arunachal-pradesh,2019,4,lohit,7386
439,arunachal-pradesh,2019,4,tawang,7303
440,arunachal-pradesh,2019,4,namsai,5190
441,arunachal-pradesh,2019,4,west siang,4773
442,arunachal-pradesh,2019,4,lower dibang valley,3944
443,arunachal-pradesh,2019,4,tirap,3605
444,arunachal-pradesh,2020,1,papum pare,51342
445,arunachal-pradesh,2020,1,west kameng,13983
446,arunachal-pradesh,2020,1,east siang,11298
447,arunachal-pradesh,2020,1,changlang,11262
448,arunachal-pradesh,2020,1,lohit,8454
449,arunachal-pradesh,2020,1,tawang,8048
450,arunachal-pradesh,2020,1,namsai,6029
451,arunachal-pradesh,2020,1,west siang,5757
452,arunachal-pradesh,2020,1,lower dibang valley,4650
453,arunachal-pradesh,2020,1,lower subansiri,4351
454,arunachal-pradesh,2020,2,papum pare,59968
455,arunachal-pradesh,2020,2,west kameng,15766
456,arunachal-pradesh,2020,2,changlang,14036
457,arunachal-pradesh,2020,2,east siang,13601
458,arunachal-pradesh,2020,2,lohit,10154
459,arunachal-pradesh,2020,2,tawang,8993
460,arunachal-pradesh,2020,2,namsai,7426
461,arunachal-pradesh,2020,2,west siang,7239
462,arunachal-pradesh,2020,2,lower dibang valley,5782
463,arunachal-pradesh,2020,2,lower subansiri,5392
464,arunachal-pradesh,2020,3,papum pare,69419
465,arunachal-pradesh,2020,3,west kameng,17636
466,arunachal-pradesh,2020,3,changlang,16385
467,arunachal-pradesh,2020,3,east siang,15921
468,arunachal-pradesh,2020,3,lohit,11755
469,arunachal-pradesh,2020,3,tawang,9944
470,arunachal-pradesh,2020,3,west siang,8623
471,arunachal-pradesh,2020,3,namsai,8553
472,arunachal-pradesh,2020,3,lower dibang valley,6799
473,arunachal-pradesh,2020,3,lower subansiri,6456
474,arunachal-pradesh,2020,4,papum pare,77936
475,arunachal-pradesh,2020,4,west kameng,19464
476,arunachal-pradesh,2020,4,changlang,18203
477,arunachal-pradesh,2020,4,east siang,17822
478,arunachal-pradesh,2020,4,lohit,13126
479,arunachal-pradesh,2020,4,tawang,10909
480,arunachal-pradesh,2020,4,west siang,9911
481,arunachal-pradesh,2020,4,namsai,9437
482,arunachal-pradesh,2020,4,lower dibang valley,7693
483,arunachal-pradesh,2020,4,lower subansiri,7388
484,arunachal-pradesh,2021,1,papum pare,84715
485,arunachal-pradesh,2021,1,west kameng,21027
486,arunachal-pradesh,2021,1,changlang,19716
487,arunachal-pradesh,2021,1,east siang,19342
488,arunachal-pradesh,2021,1,lohit,14231
489,arunachal-pradesh,2021,1,tawang,11778
490,arunachal-pradesh,2021,1,west siang,10836
491,arunachal-pradesh,2021,1,namsai,10242
492,arunachal-pradesh,2021,1,lower dibang valley,8402
493,arunachal-pradesh,2021,1,lower subansiri,8044
494,arunachal-pradesh,2021,2,papum pare,90871
495,arunachal-pradesh,2021,2,west kameng,22625
496,arunachal-pradesh,2021,2,changlang,21404
497,arunachal-pradesh,2021,2,east siang,20817
498,arunachal-pradesh,2021,2,lohit,15360
499,arunachal-pradesh,2021,2,tawang,12636
500,arunachal-pradesh,2021,2,west siang,11657
501,arunachal-pradesh,2021,2,namsai,11111
502,arunachal-pradesh,2021,2,lower dibang valley,9094
503,arunachal-pradesh,2021,2,lower subansiri,8685
504,arunachal-pradesh,2021,3,papum pare,97854
505,arunachal-pradesh,2021,3,west kameng,24489
506,arunachal-pradesh,2021,3,changlang,23328
507,arunachal-pradesh,2021,3,east siang,22538
508,arunachal-pradesh,2021,3,lohit,16680
509,arunachal-pradesh,2021,3,tawang,13650
510,arunachal-pradesh,2021,3,west siang,12616
511,arunachal-pradesh,2021,3,namsai,12140
512,arunachal-pradesh,2021,3,lower dibang valley,9920
513,arunachal-pradesh,2021,3,lower subansiri,9451
514,arunachal-pradesh,2021,4,papum pare,104806
515,arunachal-pradesh,2021,4,west kameng,26237
516,arunachal-pradesh,2021,4,changlang,25155
517,arunachal-pradesh,2021,4,east siang,24208
518,arunachal-pradesh,2021,4,lohit,17980
519,arunachal-pradesh,2021,4,tawang,14665
520,arunachal-pradesh,2021,4,west siang,13555
521,arunachal-pradesh,2021,4,namsai,13092
522,arunachal-pradesh,2021,4,lower dibang valley,10679
523,arunachal-pradesh,2021,4,lower subansiri,10187
524,arunachal-pradesh,2022,1,papum pare,111271
525,arunachal-pradesh,2022,1,west kameng,27860
526,arunachal-pradesh,2022,1,changlang,26904
527,arunachal-pradesh,2022,1,east siang,25763
528,arunachal-pradesh,2022,1,lohit,19214
529,arunachal-pradesh,2022,1,tawang,15589
530,arunachal-pradesh,2022,1,west siang,14420
531,arunachal-pradesh,2022,1,namsai,14054
532,arunachal-pradesh,2022,1,lower dibang valley,11401
533,arunachal-pradesh,2022,1,lower subansiri,10854
534,arunachal-pradesh,2022,2,papum pare,117568
535,arunachal-pradesh,2022,2,west kameng,29424
536,arunachal-pradesh,2022,2,changlang,28495
537,arunachal-pradesh,2022,2,east siang,27240
538,arunachal-pradesh,2022,2,lohit,20325
539,arunachal-pradesh,2022,2,tawang,16475
540,arunachal-pradesh,2022,2,west siang,15231
541,arunachal-pradesh,2022,2,namsai,14887
542,arunachal-pradesh,2022,2,lower dibang valley,12040
543,arunachal-pradesh,2022,2,lower subansiri,11479
544,arunachal-pradesh,2022,3,papum pare,124095
545,arunachal-pradesh,2022,3,west kameng,30964
546,arunachal-pradesh,2022,3,changlang,29965
547,arunachal-pradesh,2022,3,east siang,28698
548,arunachal-pradesh,2022,3,lohit,21385
549,arunachal-pradesh,2022,3,tawang,17281
550,arunachal-pradesh,2022,3,west siang,16063
551,arunachal-pradesh,2022,3,namsai,15642
552,arunachal-pradesh,2022,3,lower dibang valley,12668
553,arunachal-pradesh,2022,3,lower subansiri,12085
554,arunachal-pradesh,2022,4,papum pare,130306
555,arunachal-pradesh,2022,4,west kameng,32237
556,arunachal-pradesh,2022,4,changlang,31196
557,arunachal-pradesh,2022,4,east siang,30033
558,arunachal-pradesh,2022,4,lohit,22359
559,arunachal-pradesh,2022,4,tawang,18003
560,arunachal-pradesh,2022,4,west siang,16816
561,arunachal-pradesh,2022,4,namsai,16322
562,arunachal-pradesh,2022,4,lower dibang valley,13188
563,arunachal-pradesh,2022,4,lower subansiri,12630
564,arunachal-pradesh,2023,1,papum pare,136357
565,arunachal-pradesh,2023,1,west kameng,33625
566,arunachal-pradesh,2023,1,changlang,32646
567,arunachal-pradesh,2023,1,east siang,31416
568,arunachal-pradesh,2023,1,lohit,23429
569,arunachal-pradesh,2023,1,tawang,18817
570,arunachal-pradesh,2023,1,west siang,17590
571,arunachal-pradesh,2023,1,namsai,17064
572,arunachal-pradesh,2023,1,lower dibang valley,13811
573,arunachal-pradesh,2023,1,lower subansiri,13220
574,arunachal-pradesh,2023,2,papum pare,141879
575,arunachal-pradesh,2023,2,west kameng,35075
576,arunachal-pradesh,2023,2,changlang,34286
577,arunachal-pradesh,2023,2,east siang,32826
578,arunachal-pradesh,2023,2,lohit,24522
579,arunachal-pradesh,2023,2,tawang,19674
580,arunachal-pradesh,2023,2,west siang,18396
581,arunachal-pradesh,2023,2,namsai,17877
582,arunachal-pradesh,2023,2,lower dibang valley,14441
583,arunachal-pradesh,2023,2,lower subansiri,13816
584,arunachal-pradesh,2023,3,papum pare,147681
585,arunachal-pradesh,2023,3,west kameng,36577
586,arunachal-pradesh,2023,3,changlang,35843
587,arunachal-pradesh,2023,3,east siang,34293
588,arunachal-pradesh,2023,3,lohit,25647
589,arunachal-pradesh,2023,3,tawang,20501
590,arunachal-pradesh,2023,3,west siang,19174
591,arunachal-pradesh,2023,3,namsai,18704
592,arunachal-pradesh,2023,3,lower dibang valley,15073
593,arunachal-pradesh,2023,3,lower subansiri,14442
594,arunachal-pradesh,2023,4,papum pare,153071
595,arunachal-pradesh,2023,4,west kameng,37896
596,arunachal-pradesh,2023,4,changlang,37357
597,arunachal-pradesh,2023,4,east siang,35633
598,arunachal-pradesh,2023,4,lohit,26708
599,arunachal-pradesh,2023,4,tawang,21219
600,arunachal-pradesh,2023,4,west siang,19949
601,arunachal-pradesh,2023,4,namsai,19452
602,arunachal-pradesh,2023,4,lower dibang valley,15725
603,arunachal-pradesh,2023,4,lower subansiri,15092
604,arunachal-pradesh,2024,1,papum pare,159264
605,arunachal-pradesh,2024,1,west kameng,39484
606,arunachal-pradesh,2024,1,changlang,39144
607,arunachal-pradesh,2024,1,east siang,37296
608,arunachal-pradesh,2024,1,lohit,27954
609,arunachal-pradesh,2024,1,tawang,22104
610,arunachal-pradesh,2024,1,west siang,20794
611,arunachal-pradesh,2024,1,namsai,20361
612,arunachal-pradesh,2024,1,lower dibang valley,16456
613,arunachal-pradesh,2024,1,lower subansiri,15784
614,arunachal-pradesh,2024,2,papum pare,165311
615,arunachal-pradesh,2024,2,west kameng,40932
616,arunachal-pradesh,2024,2,changlang,40721
617,arunachal-pradesh,2024,2,east siang,38672
618,arunachal-pradesh,2024,2,lohit,28987
619,arunachal-pradesh,2024,2,tawang,22929
620,arunachal-pradesh,2024,2,west siang,21620
621,arunachal-pradesh,2024,2,namsai,21156
622,arunachal-pradesh,2024,2,lower dibang valley,17096
623,arunachal-pradesh,2024,2,lower subansiri,16421
624,arunachal-pradesh,2024,3,itanagar capital complex,176072
625,arunachal-pradesh,2024,3,papum pare,53069
626,arunachal-pradesh,2024,3,west kameng,52957
627,arunachal-pradesh,2024,3,east siang,50287
628,arunachal-pradesh,2024,3,changlang,47059
629,arunachal-pradesh,2024,3,namsai,37104
630,arunachal-pradesh,2024,3,tawang,30404
631,arunachal-pradesh,2024,3,west siang,30153
632,arunachal-pradesh,2024,3,lohit,26089
633,arunachal-pradesh,2024,3,lower subansiri,25867
634,arunachal-pradesh,2024,4,itanagar capital complex,181946
635,arunachal-pradesh,2024,4,papum pare,55084
636,arunachal-pradesh,2024,4,west kameng,54415
637,arunachal-pradesh,2024,4,east siang,52187
638,arunachal-pradesh,2024,4,changlang,49057
639,arunachal-pradesh,2024,4,namsai,38550
640,arunachal-pradesh,2024,4,west siang,31241
641,arunachal-pradesh,2024,4,tawang,30390
642,arunachal-pradesh,2024,4,lohit,26973
643,arunachal-pradesh,2024,4,lower subansiri,26789
644,assam,2018,1,kamrup metropolitan,87336
645,assam,2018,1,dibrugarh,21182
646,assam,2018,1,barpeta,20485
647,assam,2018,1,nagaon,19619
648,assam,2018,1,cachar,19567
649,assam,2018,1,sonitpur,18986
650,assam,2018,1,jorhat,16442
651,assam,2018,1,tinsukia,15998
652,assam,2018,1,kamrup,15241
653,assam,2018,1,dhubri,11421
654,assam,2018,2,kamrup metropolitan,124720
655,assam,2018,2,dibrugarh,30527
656,assam,2018,2,barpeta,29882
657,assam,2018,2,nagaon,29412
658,assam,2018,2,cachar,29381
659,assam,2018,2,sonitpur,28409
660,assam,2018,2,tinsukia,23900
661,assam,2018,2,jorhat,23683
662,assam,2018,2,kamrup,23595
663,assam,2018,2,dhubri,16701
664,assam,2018,3,kamrup metropolitan,164101
665,assam,2018,3,barpeta,41158
666,assam,2018,3,cachar,40888
667,assam,2018,3,dibrugarh,40711
668,assam,2018,3,nagaon,40687
669,assam,2018,3,sonitpur,38797
670,assam,2018,3,kamrup,33197
671,assam,2018,3,tinsukia,32870
672,assam,2018,3,jorhat,32134
673,assam,2018,3,dhubri,22705
674,assam,2018,4,kamrup metropolitan,214212
675,assam,2018,4,barpeta,55068
676,assam,2018,4,nagaon,54395
677,assam,2018,4,cachar,53209
678,assam,2018,4,dibrugarh,52539
679,assam,2018,4,sonitpur,51420
680,assam,2018,4,kamrup,44868
681,assam,2018,4,tinsukia,42624
682,assam,2018,4,jorhat,41100
683,assam,2018,4,dhubri,30132
684,assam,2019,1,kamrup metropolitan,255112
685,assam,2019,1,barpeta,67729
686,assam,2019,1,nagaon,66306
687,assam,2019,1,cachar,64241
688,assam,2019,1,dibrugarh,62656
689,assam,2019,1,sonitpur,62218
690,assam,2019,1,kamrup,54910
691,assam,2019,1,tinsukia,51108
692,assam,2019,1,jorhat,48594
693,assam,2019,1,dhubri,36652
694,assam,2019,2,kamrup metropolitan,299219
695,assam,2019,2,barpeta,80544
696,assam,2019,2,nagaon,79322
697,assam,2019,2,cachar,76533
698,assam,2019,2,dibrugarh,74342
699,assam,2019,2,sonitpur,73717
700,assam,2019,2,kamrup,65883
701,assam,2019,2,tinsukia,60548
702,assam,2019,2,jorhat,56713
703,assam,2019,2,dhubri,43396
704,assam,2019,3,kamrup metropolitan,340588
705,assam,2019,3,nagaon,100993
706,assam,2019,3,barpeta,92001
707,assam,2019,3,cachar,88048
708,assam,2019,3,dibrugarh,84029
709,assam,2019,3,sonitpur,83930
710,assam,2019,3,kamrup,75174
711,assam,2019,3,tinsukia,68999
712,assam,2019,3,jorhat,63858
713,assam,2019,3,dhubri,48953
714,assam,2019,4,kamrup metropolitan,373761
715,assam,2019,4,nagaon,114296
716,assam,2019,4,barpeta,103248
717,assam,2019,4,cachar,98890
718,assam,2019,4,sonitpur,93662
719,assam,2019,4,dibrugarh,93614
720,assam,2019,4,kamrup,84609
721,assam,2019,4,tinsukia,76944
722,assam,2019,4,jorhat,70809
723,assam,2019,4,golaghat,54950
724,assam,2020,1,kamrup metropolitan,412013
725,assam,2020,1,nagaon,129371
726,assam,2020,1,barpeta,116286
727,assam,2020,1,cachar,111470
728,assam,2020,1,sonitpur,105050
729,assam,2020,1,dibrugarh,104663
730,assam,2020,1,kamrup,95973
731,assam,2020,1,tinsukia,86763
732,assam,2020,1,jorhat,78731
733,assam,2020,1,dhubri,62477
734,assam,2020,2,kamrup metropolitan,457023
735,assam,2020,2,nagaon,151932
736,assam,2020,2,barpeta,135525
737,assam,2020,2,cachar,129067
738,assam,2020,2,sonitpur,121435
739,assam,2020,2,dibrugarh,121028
740,assam,2020,2,kamrup,112992
741,assam,2020,2,tinsukia,101864
742,assam,2020,2,jorhat,90601
743,assam,2020,2,dhubri,76285
744,assam,2020,3,kamrup metropolitan,499403
745,assam,2020,3,nagaon,168903
746,assam,2020,3,barpeta,150166
747,assam,2020,3,cachar,143851
748,assam,2020,3,dibrugarh,134339
749,assam,2020,3,sonitpur,134006
750,assam,2020,3,kamrup,124944
751,assam,2020,3,tinsukia,113239
752,assam,2020,3,jorhat,99517
753,assam,2020,3,dhubri,84816
754,assam,2020,4,kamrup metropolitan,546458
755,assam,2020,4,nagaon,185101
756,assam,2020,4,barpeta,164341
757,assam,2020,4,cachar,158821
758,assam,2020,4,dibrugarh,147001
759,assam,2020,4,sonitpur,146796
760,assam,2020,4,kamrup,136799
761,assam,2020,4,tinsukia,124067
762,assam,2020,4,jorhat,108380
763,assam,2020,4,dhubri,93699
764,assam,2021,1,kamrup metropolitan,589688
765,assam,2021,1,nagaon,200243
766,assam,2021,1,barpeta,177789
767,assam,2021,1,cachar,172056
768,assam,2021,1,sonitpur,158555
769,assam,2021,1,dibrugarh,158509
770,assam,2021,1,kamrup,147671
771,assam,2021,1,tinsukia,134067
772,assam,2021,1,jorhat,116616
773,assam,2021,1,dhubri,101643
774,assam,2021,2,kamrup metropolitan,630676
775,assam,2021,2,nagaon,215750
776,assam,2021,2,barpeta,191700
777,assam,2021,2,cachar,185350
778,assam,2021,2,dibrugarh,170604
779,assam,2021,2,sonitpur,170519
780,assam,2021,2,kamrup,159018
